Localidad,Codigo UTA 2020,Codigo UTA 2010,Latitud,Longitud,Municipio,Departamento,Provincia
LOS SAUCES,661400357000184,661400357000184,-25.87059212,-65.05149078,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,SALTA
EL PORTEZUELO,661400357000070,661400357000070,-25.86348152,-64.88037872,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,SALTA
LA HOYADA,661400357000128,661400357000128,-25.8755,-65.18905,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,SALTA
LA CIENAGA,661400357000119,661400357000119,-25.78757858,-65.13102722,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,SALTA
LOS COLORADOS,661400357000172,661400357000172,-25.7734108,-64.75418854,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,SALTA
SANTA ISABEL,661400357000234,661400357000234,-26.01243401,-65.08264923,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,SALTA
BALBOA,661400357000016,661400357000016,-25.86717789,-64.81990306,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,SALTA
CANTA RANA,661400357000027,661400357000027,-25.84102821,-64.97777557,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,SALTA
LA CARRERA,661400357000118,661400357000118,-25.87903595,-65.17212677,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,SALTA
SAN ISIDRO,661400357000222,661400357000222,-25.85463905,-64.95544434,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,SALTA
BAJADA GRANDE,661400357000015,661400357000015,-25.6652813,-64.74977875,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,SALTA
EL PORVENIR,661400357000071,661400357000071,-25.81593898,-65.00177242,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,SALTA
EL PALOMAR,661400357000068,661400357000068,-25.81085968,-64.8640213,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,SALTA
OJO DE AGUA,661400357000196,661400357000196,-25.89691549,-64.96124145,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,SALTA
LAS MOJARRAS,661400357000157,661400357000157,-25.75119884,-64.81500222,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,SALTA
EL CAJON,661400357000047,661400357000047,-25.77018547,-65.13828278,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,SALTA
LA FEDERACION,661400357000122,661400357000122,-25.7404213,-64.88925934,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,SALTA
SAN FELIPE,661400357060000,661400357060000,-25.72311251,-64.82606267,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,SALTA
LA LAGUNA,661400357000130,661400357000130,-25.70168304,-65.05371094,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,SALTA
LOS CHURQUIS,661400357000171,661400357000171,-25.83363152,-65.18136597,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,SALTA
EL CEIBAL,661400357000050,661400357000050,-25.88810349,-64.85288239,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,SALTA
LA BANDA,661400357000114,661400357000114,-25.79193497,-65.00040436,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,SALTA
ARENAL VIEJO,661400357000011,661400357000011,-25.8939991,-65.14980316,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,SALTA
EL ALGORROBAL,661400357000043,661400357000043,-25.80468156,-65.0894188,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,SALTA
CABAS,661400357000021,661400357000021,-25.66253662,-64.95761871,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,SALTA
LAS MESILLAS,661400357000156,661400357000156,-25.67250824,-65.04444122,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,SALTA
CAMARA,661400357000024,661400357000024,-25.8186,-65.20009,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,SALTA
HORCONES,661400357000106,661400357000106,-25.71962388,-64.90353702,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,SALTA
EL NARANJO,661400357030000,661400357030000,-25.73760925,-65.01978879,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,SALTA
POZO VERDE,661400357000205,661400357000205,-25.7200222,-64.94971466,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,SALTA
LA CANDELARIA,660840217030000,660840217030000,-26.09617901,-65.06101195,LA CANDELARIA,LA CANDELARIA,SALTA
SAN ANTONIO,660840217000016,660840217000016,-26.2110476,-64.96546298,LA CANDELARIA,LA CANDELARIA,SALTA
SAN PEDRO DE ARANDA,660840217000017,660840217000017,-26.1168974,-65.12258892,LA CANDELARIA,LA CANDELARIA,SALTA
CEIBAL,660840217000003,660840217000003,-26.14426,-65.0142,LA CANDELARIA,LA CANDELARIA,SALTA
MISION TIERRAS FISCALES,660560133090002,660560133090002,-23.26445606,-64.00526539,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
LA GRANADA,660560133000160,660560133000160,-23.24255562,-63.54109955,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
SANTA FE,660560133000320,660560133000320,-23.43193817,-63.43896484,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
TABACO CIMARRON,660560133000331,660560133000331,-23.27731133,-63.6184845,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
LA MINA,660560133000169,660560133000169,-23.18655205,-63.45201492,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
SENDA HACHADA,660560133000328,660560133000328,-23.0498333,-63.90908814,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
LA QUENA,660560133000175,660560133000175,-23.24156,-64.12852,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
PADRE LOZANO,660560133180000,660560133180000,-23.2157248,-63.84264679,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
SAN MARTIN,660560133000314,660560133000314,-23.38529587,-63.59720993,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
LA FORTUNA,660560133000159,660560133000159,-23.09518433,-63.47728348,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
EL QUEMADO,660560133000094,660560133000094,-23.15895844,-63.91338348,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
EL SURI,660560133000101,660560133000101,-23.31958199,-63.62548447,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
MONTE CARMELO,660560133000238,660560133000238,-23.29945946,-63.67990875,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
VILLA NUEVA,660560133000350,660560133000350,-23.39743996,-63.50389099,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
MONTE SECO,660560133000239,660560133000239,-23.40688764,-63.44949433,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
SAN ESTEBAN,660560133000309,660560133000309,-23.46390343,-63.4732666,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
TUCUMANCITO,660560133000342,660560133000342,-23.22028732,-63.68704605,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
POZO BRAVO,660560133000260,660560133000260,-23.43547058,-63.36843872,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
LA ISLA,660560133000162,660560133000162,-23.27529717,-63.82580566,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
POMPEYA,660560133000258,660560133000258,-23.21816635,-63.62514496,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
MISION CHAQUEÑA,660560133130000,660560133130000,-23.27614124,-63.73618002,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
CAMPICHUELO,660560133030000,660560133030000,-23.1062412,-63.99531393,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
LUNA MUERTA,660560133000223,660560133000223,-23.33702469,-63.6619339,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
EL ESPINILLO,660560133000077,660560133000077,-23.34537697,-63.58577347,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
LA SOLEDAD,660560133000180,660560133000180,-23.22607231,-63.88705444,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
DRAGONES,660560133080000,660560133080000,-23.25818675,-63.33905552,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
EL MELONAR,660560133000082,660560133000082,-23.17417908,-63.30457306,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
EL CARMEN,660560133000065,660560133000065,-23.17222977,-64.04772949,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
PALO SANTO,660560133000248,660560133000248,-23.34153748,-63.56035233,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
AGUA BLANCA,660560133000002,660560133000002,-23.40843201,-63.29833984,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
LA FLORIDA,660560133000158,660560133000158,-23.28087044,-63.33228684,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
LAS YANAS,660560133000205,660560133000205,-23.22661679,-63.44296232,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
LA EMBOSCADA,660560133000156,660560133000156,-23.34265678,-63.61074639,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
LAS PAVAS,660560133000202,660560133000202,-23.23387718,-63.83508682,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
TARTAGALITO,660560133000333,660560133000333,-23.19769859,-63.2409935,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
POZO DEL MACHO,660560133000263,660560133000263,-23.49777031,-63.37070465,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
ROSARIO,660560133000300,660560133000300,-23.25426102,-63.80104065,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
EMBARCACION,660560133090000,660560133090000,-23.20421353,-64.09008179,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
SANTILLAN,660560133000324,660560133000324,-23.24315071,-63.38502502,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
CARBONCITO,660560133060000,660560133060000,-23.25950162,-63.80266853,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
EL TAJAMAR,660560133000104,660560133000104,-23.29997253,-63.52779388,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
AGUA LINDA,660560133000003,660560133000003,-23.27765846,-63.36568451,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
EL CHIVIL,660560133000069,660560133000069,-23.15146446,-63.52310562,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
MEDIA LUNA,660560133000229,660560133000229,-23.42706381,-63.38566312,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
HICKMAN,660560133120000,660560133120000,-23.21748849,-63.56436247,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
EL SAUCE,660560133000096,660560133000096,-23.43205833,-63.5281868,EMBARCACION,GENERAL JOSE DE SAN MARTÍN,SALTA
LAS CORTADERAS,661540392000089,661540392000089,-25.42437935,-65.86442566,SAN CARLOS,SAN CARLOS,SALTA
OVEJERIA,661540392000106,661540392000106,-25.33148956,-65.87358856,SAN CARLOS,SAN CARLOS,SALTA
AMBLAYO,661540392000005,661540392000005,-25.54455,-65.82056,SAN CARLOS,SAN CARLOS,SALTA
PALO PINTADO,661540392000109,661540392000109,-25.70514107,-66.02187347,SAN CARLOS,SAN CARLOS,SALTA
SAN LUCAS,661540392000140,661540392000140,-25.86732861,-66.03412865,SAN CARLOS,SAN CARLOS,SALTA
RUMIARCO,661540392000136,661540392000136,-25.28601265,-65.86869812,SAN CARLOS,SAN CARLOS,SALTA
PAYOGASTILLA,661540392000112,661540392000112,-25.7126852,-66.00486242,SAN CARLOS,SAN CARLOS,SALTA
RIO SALADO,661540392000135,661540392000135,-25.45886231,-65.84236908,SAN CARLOS,SAN CARLOS,SALTA
SAN FELIPE,661540392000139,661540392000139,-25.75804138,-65.97330475,SAN CARLOS,SAN CARLOS,SALTA
SAN RAFAEL,661540392000144,661540392000144,-25.80825,-65.96895,SAN CARLOS,SAN CARLOS,SALTA
LAS BARRANCAS,661540392000088,661540392000088,-25.84381,-65.92002,SAN CARLOS,SAN CARLOS,SALTA
SAN CARLOS,661540392040000,661540392040000,-25.89544965,-65.93741155,SAN CARLOS,SAN CARLOS,SALTA
SALADILLO,661540392000137,661540392000137,-25.64719772,-65.78896332,SAN CARLOS,SAN CARLOS,SALTA
ISONZA,661540392000067,661540392000067,-25.35574,-65.85399,SAN CARLOS,SAN CARLOS,SALTA
LAS TRAMPAS,660980238000066,660980238000066,-25.58439827,-65.70674896,LA VIÑA,LA VIÑA,SALTA
LOS RASTROJITOS,660980238000067,660980238000067,-25.71424866,-65.7485733,LA VIÑA,LA VIÑA,SALTA
TALAPAMPA,660980238050000,660980238050000,-25.54637463,-65.55967288,LA VIÑA,LA VIÑA,SALTA
LAS CURTIEMBRES,660980238000060,660980238000060,-25.65668678,-65.67624664,LA VIÑA,LA VIÑA,SALTA
LA VIÑA,660980238040000,660980238040000,-25.47197246,-65.57198389,LA VIÑA,LA VIÑA,SALTA
LAS LECHUZAS,660980238000061,660980238000061,-25.56700707,-65.57099152,LA VIÑA,LA VIÑA,SALTA
EL CHURQUI,660980238000015,660980238000015,-25.54008102,-65.71044159,LA VIÑA,LA VIÑA,SALTA
AMPASCACHI,660980238010000,660980238010000,-25.35545551,-65.53230447,LA VIÑA,LA VIÑA,SALTA
EL INFIERNILLO,660980238000019,660980238000019,-25.44859505,-65.58316803,LA VIÑA,LA VIÑA,SALTA
ENTRE RIOS,660980238000028,660980238000028,-25.44713793,-65.63092671,LA VIÑA,LA VIÑA,SALTA
ALEMANIA,660980238000003,660980238000003,-25.62320328,-65.61323547,LA VIÑA,LA VIÑA,SALTA
LAS TACANAS,660980238000065,660980238000065,-25.60165596,-65.58822632,LA VIÑA,LA VIÑA,SALTA
LA ENCRUCIJADA,660980238000053,660980238000053,-25.39618492,-65.70020294,LA VIÑA,LA VIÑA,SALTA
FINCA SAN NICOLAS,660980238000043,660980238000043,-25.43751782,-65.57165958,LA VIÑA,LA VIÑA,SALTA
LAS ABRITAS,660980238000058,660980238000058,-25.69412613,-65.70165253,LA VIÑA,LA VIÑA,SALTA
LA RAMADA,660490105000098,660490105000098,-24.75350952,-65.1953125,CAMPO SANTO,GENERAL GUEMES,SALTA
CABEZA DE BUEY,660490105000017,660490105000017,-24.79303,-65.03024,CAMPO SANTO,GENERAL GUEMES,SALTA
COBOS,660490105020000,660490105020000,-24.74147091,-65.08393247,CAMPO SANTO,GENERAL GUEMES,SALTA
BETANIA,660490105000015,660490105000015,-24.69194,-65.13714,CAMPO SANTO,GENERAL GUEMES,SALTA
CAMPO SANTO,660490105010000,660490105010000,-24.68399245,-65.10285568,CAMPO SANTO,GENERAL GUEMES,SALTA
CORONEL MOLLINEDO,660070007040000,660070007040000,-24.51364183,-64.06488366,APOLINARIO SARAVIA,ANTA,SALTA
EL CARMEN,660070007000067,660070007000067,-24.53065109,-63.97226715,APOLINARIO SARAVIA,ANTA,SALTA
EL DORADO,660070007000078,660070007000078,-24.52727318,-64.15539551,APOLINARIO SARAVIA,ANTA,SALTA
LAS FLACAS,660070007000294,660070007000294,-24.41712434,-63.94888831,APOLINARIO SARAVIA,ANTA,SALTA
SAN LUIS,660070007000477,660070007000477,-24.47244835,-63.90447998,APOLINARIO SARAVIA,ANTA,SALTA
SAN CAYETANO,660070007000461,660070007000461,-24.5823803,-64.13735199,APOLINARIO SARAVIA,ANTA,SALTA
APOLINARIO SARAVIA,660070007010000,660070007010000,-24.44021176,-64.00033614,APOLINARIO SARAVIA,ANTA,SALTA
LA QUINTA,660070007000272,660070007000272,-24.46854591,-64.19763947,APOLINARIO SARAVIA,ANTA,SALTA
LA PELADA,660070007000269,660070007000269,-24.42526627,-64.15878296,APOLINARIO SARAVIA,ANTA,SALTA
SAN VICENTE,660070007000493,660070007000493,-24.40575218,-63.87413025,APOLINARIO SARAVIA,ANTA,SALTA
LA JUNTA,660070007000257,660070007000257,-24.49910927,-64.06650543,APOLINARIO SARAVIA,ANTA,SALTA
SANTA LUCIA,660070007000501,660070007000501,-24.46198463,-63.98363876,APOLINARIO SARAVIA,ANTA,SALTA
PALO BLANCO,660070007000371,660070007000371,-24.44155502,-64.21011353,APOLINARIO SARAVIA,ANTA,SALTA
AGUA SUCIA,660070007000004,660070007000004,-24.46574798,-63.86784836,APOLINARIO SARAVIA,ANTA,SALTA
EL BORDO (FINCA),660070007000062,660070007000062,-24.46203212,-64.01759559,APOLINARIO SARAVIA,ANTA,SALTA
AGUA VERDE,661330343000002,661330343000002,-22.49881,-62.40759,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
LA CURVITA,661330343000177,661330343000177,-22.10683,-62.82875,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
POZO EL BRAVO,661330343000319,661330343000319,-22.67639732,-62.88639832,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
MAGDALENA,661330343000269,661330343000269,-22.01122,-62.94578,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
LAS MOJARRAS,661330343000247,661330343000247,-22.65661812,-62.72120667,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
POZO BRAVO,661330343000302,661330343000302,-22.66522,-62.88551,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
SAN M. DE LA CEIBA,661330343000359,661330343000359,-22.40219,-62.47039,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
MISION SAN LUIS,661330343000278,661330343000278,-22.26081,-62.65755,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
POZO DEL TORO,661330343000316,661330343000316,-22.52000274,-62.76429219,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
AMBERES,661330343000007,661330343000007,-22.52034187,-62.52574158,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
LA ESTRELLA,661330343000184,661330343000184,-22.37788992,-62.55865477,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
EL PELICANO,661330343000103,661330343000103,-22.69058,-62.63774,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
EL ROSADO,661330343000122,661330343000122,-22.12500954,-62.96929932,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
POZO EL TORO,661330343000325,661330343000325,-22.51751709,-62.770504,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
LA MERCED,661330343000199,661330343000199,-22.23199,-62.68319,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
EL PALMAR,661330343000099,661330343000099,-22.27163124,-62.98991776,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
LA GRACIA,661330343000187,661330343000187,-22.36861,-62.56174,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
LAS VERTIENES,661330343000253,661330343000253,-22.47911,-62.38795,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
HITO 1,661330343035000,661330343035000,-21.99971097,-62.82373828,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
MONTE CARMELO,661330343000285,661330343000285,-22.08871,-62.82702,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
ALTO DE LA SIERRA,661330343010000,661330343010000,-22.68937729,-62.45277564,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
SANTA ELENA,661330343000373,661330343000373,-22.39993095,-62.74274063,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
CAMPO LARGO,661330343000021,661330343000021,-22.549085,-62.510525,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
SAN MIGUEL,661330343000362,661330343000362,-22.589,-62.82712,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
SANTA MARIA,661330343080000,661330343080000,-22.13949753,-62.83832459,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
LA PUNTANA,661330343000214,661330343000214,-22.02042,-62.82529,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
SAN BERNARDO,661330343000349,661330343000349,-22.6054,-62.62339,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
LA CHINA,661330343000173,661330343000173,-22.42363,-62.78873,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
POZO EL TIGRE,661330343000324,661330343000324,-22.31737,-62.64649,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
EL SAUCE,661330343000125,661330343000125,-22.55504036,-62.41962051,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
SANTA VICTORIA ESTE,661330343100000,661330343100000,-22.27729033,-62.70437195,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
BAJO GRANDE,661330343000009,661330343000009,-22.6172,-62.5644,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
MISION LA PAZ,661330343000276,661330343000276,-22.38252068,-62.52036667,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
LA PAZ,661330343000212,661330343000212,-22.38312,-62.52846,SANTA VICTORIA ESTE,RIVADAVIA,SALTA
URUNDEL,661260322080000,661260322080000,-23.55163147,-64.39651881,URUNDEL,ORAN,SALTA
VILLA TACU,701330133010002,701330133010002,-31.52933215,-68.72534107,ZONDA,ZONDA,SAN JUAN
VILLA BASILIO NIEVAS,701330133010001,701330133010001,-31.54387893,-68.74077588,ZONDA,ZONDA,SAN JUAN
LOS PARAMILLOS,701330133000028,701330133000028,-31.77467156,-68.91460419,ZONDA,ZONDA,SAN JUAN
ZONDA ARRIBA,701330133000034,701330133000034,-31.5447317,-68.75217201,ZONDA,ZONDA,SAN JUAN
PACHACO,701330133000030,701330133000030,-31.29467392,-69.07678223,ZONDA,ZONDA,SAN JUAN
DIQUE PACHIMOCO,700560056000037,700560056000037,-30.197818,-68.82920967,JACHAL,JACHAL,SAN JUAN
LA FRONTERA,700560056000074,700560056000074,-30.10100685,-68.71806899,JACHAL,JACHAL,SAN JUAN
NIQUIVIL,700560056050000,700560056050000,-30.40067501,-68.6910631,JACHAL,JACHAL,SAN JUAN
HUACO,700560056030000,700560056030000,-30.15706672,-68.48093658,JACHAL,JACHAL,SAN JUAN
GUALCAMAYO,700560056000063,700560056000063,-29.75339198,-68.75794438,JACHAL,JACHAL,SAN JUAN
OTRA BANDA,700560056000109,700560056000109,-30.22942352,-68.68557739,JACHAL,JACHAL,SAN JUAN
LA FALDA,700560056060002,700560056060002,-30.16287297,-68.66526332,JACHAL,JACHAL,SAN JUAN
CRUZ DE PIEDRA,700560056000035,700560056000035,-30.29258156,-68.69917297,JACHAL,JACHAL,SAN JUAN
LA CIENAGA,700560056000068,700560056000068,-30.15111538,-68.57321763,JACHAL,JACHAL,SAN JUAN
EL FISCAL,700560056060001,700560056060001,-30.22027506,-68.69099676,JACHAL,JACHAL,SAN JUAN
NIQUIVIL VIEJO,700560056000107,700560056000107,-30.41656685,-68.64675903,JACHAL,JACHAL,SAN JUAN
INDIO MUERTO,700560056000065,700560056000065,-29.92428398,-68.66477203,JACHAL,JACHAL,SAN JUAN
SAN ISIDRO,700560056070000,700560056070000,-30.14889235,-68.70449455,JACHAL,JACHAL,SAN JUAN
PANACAN,700560056000112,700560056000112,-29.92990303,-68.71930695,JACHAL,JACHAL,SAN JUAN
BELLA VISTA,700560056000014,700560056000014,-30.20949542,-68.74673275,JACHAL,JACHAL,SAN JUAN
LA TOMA,700560056000077,700560056000077,-30.68549347,-68.3760376,JACHAL,JACHAL,SAN JUAN
EL MEDANO,700560056010000,700560056010000,-30.12938321,-68.6791733,JACHAL,JACHAL,SAN JUAN
EL VOLCAN,700560056000054,700560056000054,-30.32570134,-68.69716841,JACHAL,JACHAL,SAN JUAN
TAMBERIAS,700560056090000,700560056090000,-30.18228645,-68.72778578,JACHAL,JACHAL,SAN JUAN
MOGNA,700560056040000,700560056040000,-30.68451007,-68.37755436,JACHAL,JACHAL,SAN JUAN
VILLA MERCEDES,700560056110000,700560056110000,-30.10887219,-68.70094292,JACHAL,JACHAL,SAN JUAN
PAMPA VIEJA,700560056060003,700560056060003,-30.22027506,-68.69099676,JACHAL,JACHAL,SAN JUAN
SAN JOSE DE JACHAL,700560056080000,700560056080000,-30.24276729,-68.74549346,JACHAL,JACHAL,SAN JUAN
LOS PUESTOS,700560056000089,700560056000089,-30.6822011,-68.31800595,JACHAL,JACHAL,SAN JUAN
LAS AGUADITAS,700560056000081,700560056000081,-30.42938607,-68.68193733,JACHAL,JACHAL,SAN JUAN
BOCA DE LA QUEBRADA,700560056000015,700560056000015,-30.1497731,-68.66115327,JACHAL,JACHAL,SAN JUAN
VILLA MALVINAS ARGENTINAS,700560056100000,700560056100000,-30.21424136,-68.71655583,JACHAL,JACHAL,SAN JUAN
GRAN CHINA,700560056020000,700560056020000,-30.12252733,-68.71619991,JACHAL,JACHAL,SAN JUAN
LAS PIEDRITAS,700700070025000,700700070025000,-31.62947432,-68.60807656,POCITO,POCITO,SAN JUAN
VILLA BARBOZA,700700070050001,700700070050001,-31.59217998,-68.57239244,POCITO,POCITO,SAN JUAN
ESTACION SANCHEZ DE LORIA,700700070000011,700700070000011,-31.59750975,-68.55525748,POCITO,POCITO,SAN JUAN
COLONIA CANTONI,700700070000004,700700070000004,-31.8388958,-68.53018189,POCITO,POCITO,SAN JUAN
SEGUNDO CUARTEL,700700070000021,700700070000021,-31.61058619,-68.57718822,POCITO,POCITO,SAN JUAN
BARRIO RUTA 40,700700070010000,700700070010000,-31.85953082,-68.53451665,POCITO,POCITO,SAN JUAN
VILLA AEROPUERTO,700700070000022,700700070000022,-31.59489312,-68.55463379,POCITO,POCITO,SAN JUAN
EL ABANICO,700700070000008,700700070000008,-31.68686044,-68.60053968,POCITO,POCITO,SAN JUAN
QUINTO CUARTEL,700700070030000,700700070030000,-31.61403594,-68.60017451,POCITO,POCITO,SAN JUAN
VILLA CABECERA,700700070000006,700700070000006,-31.655716,-68.58055797,POCITO,POCITO,SAN JUAN
CAMPO DE BATALLA,700700070000001,700700070000001,-31.72999788,-68.56591515,POCITO,POCITO,SAN JUAN
VILLA ABERASTAIN,700700070040002,700700070040002,-31.65701277,-68.57360895,POCITO,POCITO,SAN JUAN
BARRIO MUNICIPAL,700700070005000,700700070005000,-31.75234868,-68.55972137,POCITO,POCITO,SAN JUAN
CARPINTERIA,700700070020000,700700070020000,-31.83014099,-68.54209893,POCITO,POCITO,SAN JUAN
VILLA NACUSI,700700070050002,700700070050002,-31.62193839,-68.53595804,POCITO,POCITO,SAN JUAN
LA CALLECITA,700700070000013,700700070000013,-31.62304477,-68.55124564,POCITO,POCITO,SAN JUAN
VILLA CENTENARIO,700700070060000,700700070060000,-31.6684027,-68.52229193,POCITO,POCITO,SAN JUAN
LA RINCONADA,700700070040001,700700070040001,-31.69523787,-68.59230258,POCITO,POCITO,SAN JUAN
LAS CHACRAS MARAYES,700350035000021,700350035000021,-31.27914956,-67.5278115,CAUCETE,CAUCETE,SAN JUAN
POZO DE LOS ALGARROBOS,700350035000030,700350035000030,-31.6785528,-68.23109361,CAUCETE,CAUCETE,SAN JUAN
LAS LIEBRES,700350035000022,700350035000022,-31.88864367,-66.89317888,CAUCETE,CAUCETE,SAN JUAN
BARRIO JUSTO P. CASTRO IV,700350035015000,700350035015000,-31.62830256,-68.30082728,CAUCETE,CAUCETE,SAN JUAN
VILLA INDEPENDENCIA,700350035080000,700350035080000,-31.62452921,-68.31381503,CAUCETE,CAUCETE,SAN JUAN
MARAYES,700350035050000,700350035050000,-31.47766956,-67.30936519,CAUCETE,CAUCETE,SAN JUAN
